День,Название группы,№ Группы,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Название площадки,Название площадок yandex,Площадка выключена в РК,Можно запретить площадку,Внешняя сеть,Тематика телеграм-канала,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,Тип условия показа,Название кампании,№ Кампании,Производитель устройства,Версия ОС устройства,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
10.08.2026,Яхта Tigger,5780489255,скайпарк хай джет,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.42,0.00,41.63,6.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,сколько стоит аренда яхты адлер для самостоятельного катания на яхте,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,35-44 года,Остальные,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.92,0.00,91.94,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,снять яхту в сочи сутки,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,Остальные,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.21,0.00,20.58,5.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,снять яхту на ночь в сочи с капитаном,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,25-34 года,Топ 1%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.94,106.94,93.51,1.00,1.00,0.00,1.00
10.08.2026,Яхта Tigger,5780489255,снять яхту сочи морской порт,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Топ 1%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.01,0.00,101.28,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,снять яхту сочи морской порт,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Топ 1%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.83,0.00,83.38,6.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,снять яхту сочи морской порт,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Топ 1%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.18,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхт клуб сириус т почелоу стнфй рвччтоние,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,45-54 года,2–5%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхт клуб фаворит,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,"Фуршеты, корпоративы и VIP-отдых на яхте ""Tigger""",Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Реклама в саджесте,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,6–10%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта азимут леопард,Целевые запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,45-54 года,Остальные,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта в сочи аренда самые дорогие,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,25-34 года,6–10%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.86,116.65,85.73,6.00,6.00,100.00,1.00
10.08.2026,Яхта Tigger,5780489255,яхта екатерина сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,18-24 года,6–10%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.02,0.00,102.40,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта сириус,Целевые запросы,Запросы без упоминания брендов,-,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Топ 1%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.08,0.00,107.59,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта сириус iceni,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,"Двухпалубная яхта «Tigger» с флайбриджем. Стоимость 50 000 ₽/час, 470 000 ₽/день",https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,45-54 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта сириус iceni,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,Фуршеты и переговоры на яхте. Яхта Tigger. Безналичная оплата для ЮЛ. Бронируйте.,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,45-54 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта сириус л6,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,"Двухпалубная яхта «Tigger» с флайбриджем. Стоимость 50 000 ₽/час, 470 000 ₽/день",https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Топ 1%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,0.93,0.00,92.98,1.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхта сириус л6,Целевые запросы,Запросы без упоминания брендов,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,"Двухпалубная яхта «Tigger» с флайбриджем. Стоимость 50 000 ₽/час, 470 000 ₽/день",https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,35-44 года,Топ 1%,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,5.00,-,-,-
10.08.2026,Яхта Tigger,5780489255,яхты сочи аренда цены дорогие,Широкие запросы,Запросы без упоминания брендов,Семантическое,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Эксклюзивное размещение,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,25-34 года,6–10%,Не определено,Фраза,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,1,0,0.00,-,100.00,0.00,0.98,102.07,97.97,1.00,1.00,100.00,1.00
11.08.2026,Яхта Tigger,5780489255,,Не определено,-,-,,1917632891845957028,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5352292/VC2fjdz9V1BZX5Dg2ZY5nQ,Tigger yellow 2 (2).jpg,1163832708,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21068905/af8a95ba-73d7-4f0e-bc95-373ad59ad67e/orig,Текстово-графический,Оригинальный,Сети,Карты,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,25-34 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Яхта Tigger,5780489255,,Не определено,-,-,,1917632891845957028,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5352292/VC2fjdz9V1BZX5Dg2ZY5nQ,Tigger yellow 2 (2).jpg,1163832708,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21068905/af8a95ba-73d7-4f0e-bc95-373ad59ad67e/orig,Текстово-графический,Оригинальный,Сети,Карты,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,35-44 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Яхта Tigger,5780489255,,Не определено,-,-,,1917632891845957028,Активные,Комбинаторное,Аренда яхты премиум-класса "Tigger" в Сочи. От 2-х часов,Яхта «Tigger» для отдыха на море. Двухпалубная. Роскошный интерьер. Бронируйте!,https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5234214/rL01NkdpDmxzVzqGTzQjUw,Tigger 000 (2).jpg,1163832708,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21068905/af8a95ba-73d7-4f0e-bc95-373ad59ad67e/orig,Текстово-графический,Оригинальный,Сети,Карты,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Мужской,35-44 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
11.08.2026,Яхта Tigger,5780489255,,Не определено,-,-,,1917713181968153696,Активные,Комбинаторное,Azimut 68 Tigger - private charter в Сириусе от 2х часов,"Двухпалубная яхта «Tigger» с флайбриджем. Стоимость 50 000 ₽/час, 470 000 ₽/день",https://boat-sochi.ru/yacht_tigger?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_boatsochi_tigger&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5234214/qWubpER34OKPdDF_A0uoeQ,РСЯ Tigger 5 (1).jpg,1163857707,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/f6ce7ff3-0abd-41d1-913d-3bfa76f48347/orig,Текстово-графический,Оригинальный,Сети,Карты,yandex,,Нет,Нет,Яндекс и РСЯ,Не определено,Женский,25-34 года,Остальные,Не определено,Автотаргетинг,Яхта Tigger - Поиск+Карты   05-08-2026,713309971,-,-,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
